window_start,window_end,task,major_gesture,pred_label,proba_lock,global_vel_mean,micro_motion_ratio,large_motion_ratio,lock_decision,decision_reason
650,800,Suturing,G3,LOCK_REQUIRED,0.9703543025825547,0.03357568010687828,0.8595019427764041,0.06049099258212646,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
700,850,Suturing,G3,LOCK_REQUIRED,0.9792517346585179,0.037414710968732834,0.8443129636170964,0.06552454962910632,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
750,900,Suturing,G3,LOCK_REQUIRED,0.9784291065796804,0.03380845859646797,0.8548216178028964,0.061550688802543274,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
800,950,Suturing,G3,LOCK_REQUIRED,0.9915040012854035,0.0462186299264431,0.8168491699046273,0.07506181561285764,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
850,1000,Suturing,G3,LOCK_REQUIRED,0.9772813741179032,0.050594016909599304,0.8031614270575769,0.08530554574355352,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
900,1050,Suturing,G8,LOCK_REQUIRED,0.9508321578782932,0.0493907667696476,0.7973330978452844,0.08742493818438714,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
950,1100,Suturing,G8,LOCK_REQUIRED,0.9215920663877758,0.05136968567967415,0.7983927940657012,0.08830801836806781,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1000,1150,Suturing,G8,LOCK_REQUIRED,0.9480373276062575,0.05193236842751503,0.8069586718474038,0.08504062168844931,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1050,1200,Suturing,G3,LOCK_REQUIRED,0.9638270336817162,0.05448126792907715,0.8028965030024726,0.08689509007417874,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1100,1250,Suturing,G3,LOCK_REQUIRED,0.9836143904052941,0.039311666041612625,0.8395443306252208,0.0718827269516072,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1150,1300,Suturing,G3,LOCK_REQUIRED,0.9769974672453008,0.029193097725510597,0.8466972801130342,0.06340515718827269,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1200,1350,Suturing,G3,LOCK_REQUIRED,0.9826348011259969,0.030104726552963257,0.8504945249028611,0.06049099258212646,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1250,1400,Suturing,G3,LOCK_REQUIRED,0.9778125198317476,0.03185421600937843,0.8237371953373366,0.06561285764747439,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1300,1450,Suturing,G3,LOCK_REQUIRED,0.9814204225691447,0.04644513502717018,0.7923878488166726,0.08406923348640057,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1350,1500,Suturing,G8,LOCK_REQUIRED,0.909191799339709,0.043903548270463943,0.7880607559166373,0.08592370187212998,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1400,1550,Suturing,G8,LOCK_REQUIRED,0.8952949922711009,0.042445093393325806,0.8049275874249382,0.08300953726598376,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1450,1600,Suturing,G8,LOCK_REQUIRED,0.8966221140147159,0.0466543547809124,0.7961850936064995,0.08115506888025432,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1500,1650,Suturing,G8,LOCK_REQUIRED,0.8983301151986007,0.038745418190956116,0.8157011656658425,0.0710879547862946,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1550,1700,Suturing,G8,LOCK_REQUIRED,0.9171682404107646,0.038421452045440674,0.8253267396679619,0.06852702225362063,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1600,1750,Suturing,G8,LOCK_REQUIRED,0.9205407965677732,0.03405541926622391,0.8399858707170611,0.06578947368421052,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1650,1800,Suturing,G2,LOCK_REQUIRED,0.893591768411683,0.03989163786172867,0.8347756976333451,0.07020487460261392,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1700,1850,Suturing,G2,LOCK_REQUIRED,0.901522035052633,0.047875870019197464,0.8137583892617449,0.07550335570469799,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1750,1900,Suturing,G3,LOCK_REQUIRED,0.9554735542311463,0.04459511116147041,0.8209996467679266,0.07073472271282233,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1800,1950,Suturing,G3,LOCK_REQUIRED,0.9837229696268273,0.05148196965456009,0.790356764394207,0.08036029671494171,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1850,2000,Suturing,G3,LOCK_REQUIRED,0.9801844542688181,0.05030526965856552,0.7777287177675732,0.09351819145178382,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1900,2050,Suturing,G3,LOCK_REQUIRED,0.9797744250308181,0.05567023903131485,0.7741963970328506,0.09501942776404097,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
1950,2100,Suturing,G3,LOCK_REQUIRED,0.9739953806970082,0.05404706299304962,0.785234899328859,0.08698339809254681,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
2000,2150,Suturing,G3,LOCK_REQUIRED,0.9722670667953629,0.06380920857191086,0.7723419286471211,0.07771105616389969,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
2050,2200,Suturing,G3,LOCK_REQUIRED,0.9631993583541623,0.05747579038143158,0.7619215824796891,0.08097845284351819,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
2100,2250,Suturing,G3,LOCK_REQUIRED,0.9400336196442954,0.04671837389469147,0.7755210173083716,0.07868244436594843,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
2150,2300,Suturing,G3,LOCK_REQUIRED,0.8561023074132579,0.044623542577028275,0.7504415400918404,0.08813140233133168,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
2200,2350,Suturing,G3,LOCK_REQUIRED,0.8678176142680065,0.05539662763476372,0.7519427764040975,0.09042741080890145,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
2250,2400,Suturing,G6,LOCK_REQUIRED,0.9029928079409699,0.059425320476293564,0.7436418226774991,0.09996467679265278,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
2300,2450,Suturing,G6,LOCK_REQUIRED,0.9487867627306945,0.04923313856124878,0.8145531614270576,0.09025079477216531,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
2350,2500,Suturing,G6,LOCK_REQUIRED,0.8839558330013393,0.032551296055316925,0.8573825503355704,0.0760332038149064,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
2400,2550,Suturing,G6,LOCK_REQUIRED,0.7669322565071286,0.05899951234459877,0.8068703638290357,0.09669728011303426,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
2450,2600,Suturing,G4,NO_LOCK_REQUIRED,0.25093961660681674,0.06969279795885086,0.7558283292122925,0.11144471918050158,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
2500,2650,Suturing,G4,NO_LOCK_REQUIRED,0.13264281712988513,0.06774888932704926,0.7418756623101378,0.12036382903567644,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
2550,2700,Suturing,G4,NO_LOCK_REQUIRED,0.14555111711697358,0.057999804615974426,0.7537089367714589,0.11462380784175204,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
2600,2750,Suturing,G4,LOCK_REQUIRED,0.5635146276481198,0.04393778368830681,0.7930943129636171,0.09210526315789473,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
2650,2800,Suturing,G2,LOCK_REQUIRED,0.8037358048807595,0.047124844044446945,0.7985694101024373,0.08327446132108796,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
2700,2850,Suturing,G3,LOCK_REQUIRED,0.9421458282216014,0.04190769046545029,0.8187036382903567,0.07373719533733664,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
2750,2900,Suturing,G3,LOCK_REQUIRED,0.9804719200748968,0.051892947405576706,0.8100494524902861,0.07938890851289297,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
2800,2950,Suturing,G3,LOCK_REQUIRED,0.9643352513500028,0.07796653360128403,0.7455845990815966,0.1018191451783822,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
2850,3000,Suturing,G3,LOCK_REQUIRED,0.908644416668941,0.08752082288265228,0.7273931472977746,0.10694101024373014,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
2900,3050,Suturing,G3,LOCK_REQUIRED,0.8414405184155749,0.10736530274152756,0.6802366654892265,0.12062875309078064,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
2950,3100,Suturing,G6,LOCK_REQUIRED,0.8741239467263888,0.09189429134130478,0.716089720946662,0.11506534793359237,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3000,3150,Suturing,G6,LOCK_REQUIRED,0.9203737442003742,0.07002969086170197,0.769516072059343,0.09722712822324267,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3050,3200,Suturing,G6,LOCK_REQUIRED,0.9364224979221166,0.06255973130464554,0.7814376545390321,0.09766866831508302,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3100,3250,Suturing,G4,NO_LOCK_REQUIRED,0.410322541796708,0.0757695659995079,0.7439950547509714,0.10888378664782762,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3150,3300,Suturing,G4,NO_LOCK_REQUIRED,0.21099843695599907,0.0727882832288742,0.7402861179795125,0.10959025079477216,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3200,3350,Suturing,G4,NO_LOCK_REQUIRED,0.1698885392478422,0.07037131488323212,0.71617802896503,0.1193924408336277,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3250,3400,Suturing,G2,LOCK_REQUIRED,0.6861244675478797,0.049798619002103806,0.7588308018368067,0.09916990462734017,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
3300,3450,Suturing,G2,LOCK_REQUIRED,0.7930880177592696,0.06838691979646683,0.7248322147651006,0.10959025079477216,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3350,3500,Suturing,G2,LOCK_REQUIRED,0.7366649964207865,0.06321515142917633,0.7663369833980925,0.09819851642529141,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3400,3550,Suturing,G2,LOCK_REQUIRED,0.747682094196611,0.0687413215637207,0.7440833627693395,0.11374072765807135,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3450,3600,Suturing,G2,LOCK_REQUIRED,0.799336096478745,0.06284287571907043,0.7256269869304133,0.1229247615683504,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3500,3650,Suturing,G2,LOCK_REQUIRED,0.8488849084423022,0.062538281083107,0.7359590250794772,0.11630166019074532,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3550,3700,Suturing,G2,LOCK_REQUIRED,0.8587562825108911,0.0473538339138031,0.7946838572942423,0.09086895090074179,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
3600,3750,Suturing,G3,LOCK_REQUIRED,0.9075612359042986,0.039778370410203934,0.8419286471211586,0.06985164252914165,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
3650,3800,Suturing,G3,LOCK_REQUIRED,0.9331448322448002,0.04250844195485115,0.8556163899682091,0.060579300600494525,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
3700,3850,Suturing,G3,LOCK_REQUIRED,0.9738602598281397,0.05713013559579849,0.8068703638290357,0.08000706464146945,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
3750,3900,Suturing,G3,LOCK_REQUIRED,0.9723052443571747,0.06534098088741302,0.7777287177675732,0.09060402684563758,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3800,3950,Suturing,G3,LOCK_REQUIRED,0.9744922243187479,0.06481776386499405,0.7675732956552455,0.09599081596608972,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3850,4000,Suturing,G3,LOCK_REQUIRED,0.9725770896869002,0.07248380035161972,0.7640409749205228,0.0974037442599788,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3900,4050,Suturing,G3,LOCK_REQUIRED,0.9471661988711126,0.08670398592948914,0.7137937124690922,0.12221829742140586,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
3950,4100,Suturing,G8,LOCK_REQUIRED,0.8174933484210727,0.08551373332738876,0.6967502649240551,0.13219710349699754,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
4000,4150,Suturing,G8,LOCK_REQUIRED,0.8254483791345429,0.07739537209272385,0.6929530201342282,0.13475803602967149,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
4050,4200,Suturing,G8,LOCK_REQUIRED,0.8629091118992771,0.05547013506293297,0.7537089367714589,0.10985517484987636,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
4100,4250,Suturing,G8,LOCK_REQUIRED,0.9027977794708691,0.06106735020875931,0.7416990462734017,0.11135641116213352,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
4150,4300,Suturing,G8,LOCK_REQUIRED,0.9419671403292612,0.050044991075992584,0.7815259625574003,0.09404803956199223,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
4200,4350,Suturing,G8,LOCK_REQUIRED,0.872646652908308,0.06911300867795944,0.7203285058283292,0.11638996820911339,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
4250,4400,Suturing,G8,LOCK_REQUIRED,0.7754708158406216,0.04748520627617836,0.7771105616389968,0.09554927587424938,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
4300,4450,Suturing,G3,LOCK_REQUIRED,0.804902560887237,0.05473816394805908,0.7644825150123631,0.09766866831508302,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
4350,4500,Suturing,G3,LOCK_REQUIRED,0.9355523662247872,0.03811890631914139,0.8349523136700813,0.06720240197809961,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
4400,4550,Suturing,G3,LOCK_REQUIRED,0.9784826966964445,0.05194255709648132,0.7980395619922289,0.07868244436594843,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
4450,4600,Suturing,G3,LOCK_REQUIRED,0.9812899088264718,0.049727827310562134,0.7767573295655246,0.08106676086188626,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
4500,4650,Suturing,G3,LOCK_REQUIRED,0.9490674984135686,0.06292460113763809,0.735694101024373,0.09881667255386789,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
4550,4700,Suturing,G3,LOCK_REQUIRED,0.949163757196219,0.06290560960769653,0.7393147297774638,0.102878841398799,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
4600,4750,Suturing,G3,LOCK_REQUIRED,0.9068517155402437,0.07376344501972198,0.6967502649240551,0.1248675379724479,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
4650,4800,Suturing,G6,LOCK_REQUIRED,0.9420074741603883,0.06168718636035919,0.73445778876722,0.11506534793359237,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
4700,4850,Suturing,G6,LOCK_REQUIRED,0.9278669941728266,0.051819004118442535,0.7615683504062168,0.10605793006004945,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
4750,4900,Suturing,G6,LOCK_REQUIRED,0.9181847287570784,0.0717596635222435,0.7691628399858708,0.10596962204168138,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
4800,4950,Suturing,G4,NO_LOCK_REQUIRED,0.3514827376245455,0.07549065351486206,0.7543270929000353,0.10632285411515366,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
4850,5000,Suturing,G4,NO_LOCK_REQUIRED,0.1860893761618184,0.08510875701904297,0.7175909572589191,0.11179795125397386,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
4900,5050,Suturing,G4,LOCK_REQUIRED,0.5315202068010614,0.07157842069864273,0.7570646414694454,0.10146591310490992,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
4950,5100,Suturing,G2,LOCK_REQUIRED,0.8045879472056454,0.05755620077252388,0.7959201695513952,0.0886612504415401,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
5000,5150,Suturing,G3,LOCK_REQUIRED,0.8999208742991458,0.04218774661421776,0.8395443306252208,0.0743553514659131,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
5050,5200,Suturing,G3,LOCK_REQUIRED,0.8605930221035267,0.03653419390320778,0.8338043094312964,0.06684916990462735,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
5100,5250,Suturing,G3,LOCK_REQUIRED,0.9065535338342686,0.0470510870218277,0.8134051571882727,0.07400211939244083,SUGGEST_LOCK,高锁定概率且速度低，建议锁定
5150,5300,Suturing,G3,LOCK_REQUIRED,0.945780431439251,0.07438475638628006,0.7648357470858353,0.08901448251501236,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
5200,5350,Suturing,G3,LOCK_REQUIRED,0.8959717837852165,0.06784742325544357,0.7566231013776051,0.09554927587424938,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
5250,5400,Suturing,G3,LOCK_REQUIRED,0.8883620977093317,0.08700090646743774,0.7151183327446132,0.11612504415400918,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
5300,5450,Suturing,G6,LOCK_REQUIRED,0.9259410467062293,0.06268816441297531,0.7732250088308018,0.09908159660897209,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
5350,5500,Suturing,G6,LOCK_REQUIRED,0.9233736180607172,0.0766170397400856,0.7561815612857647,0.10817732250088308,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
5400,5550,Suturing,G11,NO_LOCK_REQUIRED,0.4743238902686129,0.07878004014492035,0.76827975980219,0.10694101024373014,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
5450,5600,Suturing,G11,NO_LOCK_REQUIRED,0.2984507574881365,0.08940060436725616,0.7409925821264571,0.11771458848463441,SUGGEST_NO_LOCK,锁定概率不足或速度偏高，不建议锁定
