acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,true_intent
0.00828161,0.02431026,0.013021136,0.0060596187,-0.0025112524,-0.015502102,PREPARE_LOCK
0.01179622,-0.03843006,-0.0036785689,0.015620731,-0.023033742,0.016839962,PREPARE_LOCK
0.019617345,0.0015463545,-0.003036781,0.011092965,0.012858088,-0.004988149,PREPARE_LOCK
0.041242786,0.030484183,0.020141168,0.028018096,0.026225513,-0.027609447,PREPARE_LOCK
0.050921783,-0.028882226,0.0042490126,-0.022140227,0.012725152,0.008880413,PREPARE_LOCK
0.004911698,-0.057440776,0.016160829,0.0051054903,-0.041066818,0.03030371,PREPARE_LOCK
-0.0029996615,-0.015152448,0.0087017575,-0.010719256,0.007898965,-0.0072347336,PREPARE_LOCK
-0.017965145,-0.022875123,0.016197776,0.0020720777,-0.015106599,-0.011643765,PREPARE_LOCK
-0.01761449,0.043217205,0.007686435,0.0036841813,0.030572375,-0.012934075,PREPARE_LOCK
-0.021918125,-0.010085518,0.0034626287,-0.004079197,-0.0069219223,0.003030638,PREPARE_LOCK
-0.008962624,-0.022159431,0.014759274,-0.0056356117,-0.006213529,0.009998287,PREPARE_LOCK
0.008024464,-0.02294227,-0.015225455,-0.028558696,-0.02470556,0.0055693896,PREPARE_LOCK
-0.010430754,-0.019555917,-0.027363578,0.024747936,-0.009099151,0.0039660274,PREPARE_LOCK
-0.002364735,-0.019873045,0.007874423,0.0017026385,0.025430296,0.011099671,PREPARE_LOCK
-0.026052818,-0.0035196752,-0.0032188867,-0.002541932,-0.025983902,-0.034734257,PREPARE_LOCK
-0.0036831663,0.005907386,-0.025042502,0.03628374,0.012128519,-0.010842826,PREPARE_LOCK
0.040118307,-0.031577732,-0.021333622,-0.022594498,0.022593355,-0.015888328,PREPARE_LOCK
0.013818801,0.004115906,-0.012681088,0.001697128,-0.024655184,0.015913827,PREPARE_LOCK
-0.020694125,-0.018456955,0.012860108,-0.010446924,0.03672563,0.02699835,PREPARE_LOCK
-0.03382722,0.0024220084,-0.0035420286,0.042449098,-0.01168304,-0.013169614,PREPARE_LOCK
-0.004594278,-0.0049238363,-0.018746253,0.004542716,-0.01135428,-0.017662594,PREPARE_LOCK
0.02990843,0.0024232068,-0.021715457,-0.02837659,-0.0072648935,-0.025560213,PREPARE_LOCK
-0.026603319,0.02152832,-0.0035577405,-0.011860184,0.0031367347,-0.011881506,PREPARE_LOCK
0.0009431264,0.035730682,-0.0011488138,-0.012678078,-0.023340626,0.012206523,PREPARE_LOCK
-0.0038918615,0.0076330276,-0.032800786,-0.008178312,0.0014693709,0.0101068625,PREPARE_LOCK
0.0047030547,-0.005962397,0.025071457,-0.0009689826,-0.042065714,-0.026009485,PREPARE_LOCK
-0.0015023649,0.004051294,-0.027167214,-0.024711471,0.0068731667,0.004761588,PREPARE_LOCK
0.0069705374,0.013861485,0.0007933633,-0.01618876,0.025137702,0.020523634,PREPARE_LOCK
0.03431423,0.009386623,0.0031174042,0.0052433833,0.0071858726,-0.035728812,PREPARE_LOCK
-0.0018645043,-0.00578158,0.008798498,0.0076524788,-0.0048983605,-0.007370306,PREPARE_LOCK
-0.02525154,0.007019574,-0.007989085,-0.0056476067,0.02297842,0.022398334,PREPARE_LOCK
-0.004961559,0.03520425,0.01568851,0.0021362174,-0.01697715,-0.016896717,PREPARE_LOCK
0.01957566,-0.038636807,0.03484899,0.014209553,-0.0068020616,0.032693144,PREPARE_LOCK
0.004839702,-0.025197314,-0.013670552,-0.022234641,-0.024707472,0.0386919,PREPARE_LOCK
0.0014091564,-0.0043899743,0.015290026,0.010790837,-0.014715466,-0.021121718,PREPARE_LOCK
-0.04058291,0.017499149,-0.006320125,0.01684549,-0.0008564249,-0.028895875,PREPARE_LOCK
-0.013746747,0.028765146,-0.013634643,0.00872956,-0.0490021,-0.017192671,PREPARE_LOCK
0.018301805,-0.039289214,0.020476855,-0.010819399,-0.013011731,0.028366143,PREPARE_LOCK
-0.010796886,0.021864465,-0.007898786,0.007785748,0.021408755,0.022394087,PREPARE_LOCK
-0.00432545,-0.04532097,0.035722613,-0.0103969565,0.02670719,-0.015223428,PREPARE_LOCK
-0.007602105,0.0031527823,0.0005085158,0.040699594,-0.03367015,-0.009827548,PREPARE_LOCK
0.0067108353,0.01003649,0.0019167757,0.0051555987,0.021768332,-0.010013669,PREPARE_LOCK
-0.010058343,-0.0011518071,0.015028162,-0.02804367,0.038943414,-0.0063078767,PREPARE_LOCK
-0.01185937,-0.0061673243,-0.021365006,-0.01808077,-0.005811838,0.010180635,PREPARE_LOCK
0.015394465,-0.007298098,-0.005355891,0.009712037,-0.037556596,-0.002966827,PREPARE_LOCK
0.021696562,0.033755783,-0.003547643,-0.027256519,-0.011768154,0.025511269,PREPARE_LOCK
0.0412916,-0.0028957136,-0.029806554,0.0035404868,0.016213663,0.018603336,PREPARE_LOCK
0.00793017,0.049981125,0.00042499971,0.05805428,-0.021143233,0.030052228,PREPARE_LOCK
0.023093319,0.017086603,-0.015053837,-0.0022663656,-0.023464132,0.0013737375,PREPARE_LOCK
0.0062004603,0.011951839,-0.023966301,-0.014223205,-0.043100383,0.0016496719,PREPARE_LOCK
-0.02063334,0.02138367,-0.010696037,0.010438435,-0.00753742,-0.00048412374,PREPARE_LOCK
-0.0041129896,-0.023953514,0.017246185,-0.01763868,0.025683405,-0.0497036,PREPARE_LOCK
-0.010167008,0.016534839,0.016900094,-0.039422497,0.0035647503,0.003196997,PREPARE_LOCK
0.0049876096,-0.008099145,-0.016369876,0.0032403604,0.010759405,0.019186135,PREPARE_LOCK
-0.0023118348,-0.017242124,0.013990847,-0.028381072,-0.014911301,-0.013593848,PREPARE_LOCK
-0.0008727664,0.0029100657,0.039252408,0.012288233,0.01877375,-0.008400036,PREPARE_LOCK
-0.021907145,-0.007632365,-0.010561151,0.041552518,0.0295596,0.017328026,PREPARE_LOCK
-0.001538659,-0.025863495,-0.006255861,-0.012357405,-0.015051097,0.008847143,PREPARE_LOCK
0.03566607,0.041701764,-0.0033302205,0.0026452972,0.007115013,-0.012644747,PREPARE_LOCK
0.027462913,0.011422406,0.0028265403,0.01214926,-0.008192888,-0.0034289511,PREPARE_LOCK
0.026644215,0.021136155,0.0045484873,-0.027491217,0.05136004,0.010791803,PREPARE_LOCK
0.020934837,-0.017780157,0.013636758,0.014003349,0.008629021,0.02600558,PREPARE_LOCK
-0.032665357,0.026740905,-0.005327521,-0.007615056,0.002094892,0.011077098,PREPARE_LOCK
0.006512189,-0.0052358345,0.014388707,0.059776485,0.016095376,-0.0049662367,PREPARE_LOCK
0.02701866,0.0204799,-0.013205537,0.027595263,-0.025115283,0.012240981,PREPARE_LOCK
0.039883662,-0.021783149,-0.0070321225,-0.0140727125,0.029085217,-0.012261334,PREPARE_LOCK
-7.53647e-05,0.009832061,0.021305911,0.015643097,-0.017814755,-0.039296918,PREPARE_LOCK
0.020019244,0.0015693231,0.013089583,-0.011946707,-5.353621e-05,0.027795138,PREPARE_LOCK
-0.029568203,-0.0039980155,-0.031193148,0.026543032,0.0033553408,-0.019237144,PREPARE_LOCK
-0.032978497,0.001822721,0.0029059271,-0.0034221702,0.026826086,-0.019900342,PREPARE_LOCK
0.015494715,0.03041088,-0.011645455,0.017499827,0.030665925,-0.027191391,PREPARE_LOCK
-0.012486474,-0.025178116,0.010447616,0.037780467,-0.028087037,0.00048105975,PREPARE_LOCK
0.053824175,-0.012248242,0.012879285,0.0120951,-0.0098805195,0.018437425,PREPARE_LOCK
0.0076694204,-0.0018176168,-0.0053009787,0.026110113,0.003185071,-0.014903348,PREPARE_LOCK
-0.009998125,0.0062666787,0.008889998,-0.028076207,0.018111188,-0.024100484,PREPARE_LOCK
-0.036251087,-0.0065396945,0.0067886775,0.019477367,-0.022978537,-0.0072940793,PREPARE_LOCK
0.020902297,-0.0008516133,0.022947222,0.013342218,-0.029799521,-0.016006773,PREPARE_LOCK
0.018061459,-0.048250593,0.017123397,-0.0029890677,-0.017438347,0.04575407,PREPARE_LOCK
-0.01747421,-0.012701903,-0.0058806385,-0.0061642933,0.011113415,0.008466691,PREPARE_LOCK
-0.047738362,0.023718704,0.022061858,0.019023065,0.010147949,-0.030332904,PREPARE_LOCK
0.015533185,-0.008877466,-0.021211764,0.001155496,0.0135492105,-0.019871857,PREPARE_LOCK
-0.021206884,0.012193196,0.02094475,-0.010842872,0.0043673473,0.00030806058,PREPARE_LOCK
0.02701285,0.0057990695,-0.03614142,-0.016716113,0.024848202,0.027384324,PREPARE_LOCK
0.026610939,-0.004194018,-0.017639402,0.01448905,-0.0024018774,-0.0048735086,PREPARE_LOCK
-0.013672968,0.0069432408,-0.017929783,-0.008054289,0.039457105,-0.0015830358,PREPARE_LOCK
0.024949066,0.004485915,0.0084361555,0.0037392564,0.044969562,0.0075776577,PREPARE_LOCK
0.0056939255,0.0035779066,-0.009789529,0.024123404,-0.016169589,-0.030556254,PREPARE_LOCK
0.0052771964,0.009207447,-0.023777943,0.0056133606,-0.00018848924,-0.03226158,PREPARE_LOCK
-0.042707507,0.0069818944,4.6880985e-05,0.016809165,-0.027017098,0.023650223,PREPARE_LOCK
0.0023298464,0.009081212,0.039055556,-0.00044084503,-0.00346313,-0.008582659,PREPARE_LOCK
-0.028980033,-0.0017647916,-0.02948104,-0.021556212,-0.036315914,0.01560968,PREPARE_LOCK
-0.0021742298,0.024520576,-0.011391383,-0.007814509,-0.014292851,-0.019045051,PREPARE_LOCK
0.03496148,-0.056440383,0.02563163,0.023611177,-0.009132885,0.002884867,PREPARE_LOCK
0.031501714,0.00022945802,-0.04141452,-0.014024284,0.025910199,-0.019543288,PREPARE_LOCK
0.024695294,-0.008690847,0.014796923,-0.01043833,-0.0137668485,-0.0063985027,PREPARE_LOCK
-0.042873323,0.011762588,-0.04349706,-0.0013145872,-0.022386054,0.00712112,PREPARE_LOCK
0.025637,0.0003928588,-0.006198824,0.005774373,0.00946722,0.017732127,PREPARE_LOCK
-0.009521076,0.023768336,-0.02054738,-0.003026766,0.04513268,0.004435613,PREPARE_LOCK
0.015218594,0.008666702,0.006355094,0.039842017,0.0014521223,-0.030729234,PREPARE_LOCK
-0.0037968887,0.004334871,-0.010929975,-0.011445495,0.025652878,0.011686732,PREPARE_LOCK
0.03253795,0.0056087705,-0.021950861,-0.0042265076,-0.0055762553,-0.006502352,PREPARE_LOCK
0.015586749,-0.035331998,-0.0027638462,0.032010067,-0.022463012,0.015108522,PREPARE_LOCK
0.0007126849,-0.033140738,-0.018458791,0.02748274,-0.013565441,0.0017210641,PREPARE_LOCK
-0.0013911986,-0.022580517,0.023520676,0.019044617,0.008636179,-0.0027518114,PREPARE_LOCK
-0.016443934,-0.018854685,0.019026075,-0.041636918,0.019995594,0.0071044937,PREPARE_LOCK
0.009742288,0.00017686,-0.01979526,-0.017047063,-0.002804061,0.009023537,PREPARE_LOCK
0.025030551,0.005821372,0.011020173,-0.015531629,0.01773869,0.010545435,PREPARE_LOCK
0.036650665,0.020086486,0.0012830524,-0.021759616,0.032099865,-0.017642789,PREPARE_LOCK
0.0070269955,0.021053065,0.016919902,-0.020865213,-0.018933024,0.023703968,PREPARE_LOCK
0.01452793,0.06251518,-0.015300086,-0.03235544,-0.023288779,-0.017083934,PREPARE_LOCK
-0.0077238046,0.006472164,0.00654983,-0.0052766716,-0.01483618,0.0063425065,PREPARE_LOCK
-0.009807648,0.019158226,-0.0064904,-0.011785353,0.024495495,0.024476606,PREPARE_LOCK
0.03274748,-0.018329607,0.02037317,0.028419474,0.005245573,-0.01790826,PREPARE_LOCK
-0.0022560896,0.012860906,0.0028873547,0.0026672736,0.020022,0.039159257,PREPARE_LOCK
0.031346995,-0.017369067,-0.03215979,0.03386696,0.028646514,-0.0010939739,PREPARE_LOCK
-0.032092452,0.029958537,-0.009567237,-0.015734766,-0.0039231093,0.002242598,PREPARE_LOCK
-0.03139662,-0.025092484,-0.00043403552,0.001027202,-0.030431485,0.04614169,PREPARE_LOCK
0.02328323,0.010855101,0.012720901,-0.041450746,0.0016004889,0.010676526,PREPARE_LOCK
0.0022079614,0.0067726364,0.011871223,0.030645004,0.021774827,-0.010435905,PREPARE_LOCK
0.021775914,-0.009035368,0.004256265,0.0066843894,-0.00017123585,-0.0037145917,PREPARE_LOCK
0.005499137,0.0067989733,-0.048790514,-0.0019866044,-0.01596184,0.030604709,PREPARE_LOCK
0.003375098,-0.014904993,0.009369945,0.0028075024,0.011125828,-0.041363448,PREPARE_LOCK
-0.007182953,-0.019748492,0.028811892,0.01504993,-0.0049329842,-0.0020804584,PREPARE_LOCK
-0.0021459179,-0.010356798,-0.019326989,-0.026173294,0.022614075,-0.020555584,PREPARE_LOCK
0.008388106,0.01657829,0.01088563,-0.0014431513,0.011360095,-0.012190853,PREPARE_LOCK
-0.020202646,0.017907022,0.012367986,0.022537204,-6.336269e-05,-0.039207153,PREPARE_LOCK
-0.00957367,-0.013955123,0.020081934,-0.017073544,0.018618247,0.0048065963,PREPARE_LOCK
0.005877652,0.005401532,0.012447266,-0.021430228,0.024177749,-0.032271173,PREPARE_LOCK
-0.014174564,-0.014608851,0.014978523,-0.016412795,0.03517352,-0.019195708,PREPARE_LOCK
0.05308807,0.013401593,0.017912002,0.007847691,0.018567199,-0.013869305,PREPARE_LOCK
-0.027171444,0.018166173,0.013960699,-0.002811973,-0.0045874007,-0.0025982184,PREPARE_LOCK
0.0039742975,0.018693017,-0.0060781343,0.0071843797,0.024870811,-0.0030024778,PREPARE_LOCK
0.012874499,-0.011331895,0.0019718765,-0.004391792,0.024425149,-0.0063900677,PREPARE_LOCK
-0.02220182,0.005697649,-0.009859477,0.027671011,0.008943378,-0.007984302,PREPARE_LOCK
-0.021546673,0.0010803132,-0.0038715035,-0.0022216404,0.0025588893,0.06853604,PREPARE_LOCK
-0.015100109,0.004899355,0.017352274,0.024873307,-0.0020142458,0.0065929582,PREPARE_LOCK
-0.004300205,0.04173169,-0.011465915,0.0065056444,-0.014195191,0.0153775085,PREPARE_LOCK
-0.013259095,0.032141507,-0.01054478,-0.0016366119,-0.0009844503,0.006749498,PREPARE_LOCK
-0.012131145,-0.03524288,-0.037160534,-0.004628586,0.022011772,0.022044005,PREPARE_LOCK
0.009506634,0.020243393,0.00030648976,-0.0023323973,0.010969296,0.028083632,PREPARE_LOCK
0.028857397,0.009513704,-0.026210148,-0.011305991,-0.04713009,0.021696832,PREPARE_LOCK
-0.00042435853,0.027217112,0.02746254,-0.0028081867,0.013949212,-0.0002803406,PREPARE_LOCK
-0.02867141,0.009409105,0.0045583947,0.0048664967,0.033275656,-0.018013163,PREPARE_LOCK
-0.029958155,0.019275932,0.024792014,0.013352021,0.0029974044,0.0066928114,PREPARE_LOCK
0.005762097,0.0035133043,-0.0049817525,0.025271637,-0.009979366,-0.025263218,PREPARE_LOCK
0.0012448907,-0.013293639,-0.017357936,0.012096397,-0.022620747,-0.018941456,PREPARE_LOCK
-0.011640797,-0.017191526,-0.008079056,-0.006625098,-0.024979528,-0.026822276,PREPARE_LOCK
0.04109932,0.0041644,-0.00785146,0.010473695,0.004261093,0.0028368498,PREPARE_LOCK
-0.0071698045,-0.005165302,-0.008701596,0.03337196,-0.005801164,0.009051043,PREPARE_LOCK
0.010358764,-0.036389466,0.022413868,0.0047576563,-0.03504319,0.029281233,PREPARE_LOCK
0.01923987,0.0058665476,-0.012692219,-0.017721497,-0.0030989032,-0.008976451,PREPARE_LOCK
0.019742178,0.012534782,0.021482447,0.004016773,-0.0029765062,-0.0046330844,PREPARE_LOCK
-0.0055752536,-0.0031606534,0.0067777433,0.004202762,-0.00021929429,0.048050754,PREPARE_LOCK
0.0023730304,0.0066756965,-0.0040566064,0.0199174,0.017190605,0.0020067855,PREPARE_LOCK
0.020685501,0.012615624,-0.025568355,-0.024891198,-0.019018088,0.0024253342,PREPARE_LOCK
-0.01504173,-0.03187995,-0.0125593655,-0.001081351,-0.002108611,0.0021965385,PREPARE_LOCK
-0.0038545548,0.002957119,-0.0045883097,-0.01644105,-0.027245695,-0.002034417,PREPARE_LOCK
0.0097405845,-0.013009929,-0.012002982,0.015141539,0.03308911,0.027773611,PREPARE_LOCK
-0.011732275,-0.015244948,-0.0063478393,0.0025052982,0.005547516,-0.0372076,PREPARE_LOCK
0.024157863,0.016236676,-0.009638685,0.009566702,-0.013667862,-0.0020756861,PREPARE_LOCK
0.028079659,-0.02664858,-0.011391363,-0.010367434,-0.0072246543,0.004904783,PREPARE_LOCK
-0.0028604656,0.034970187,-0.018517766,0.014450177,-0.008093808,0.007120849,PREPARE_LOCK
-0.0034647477,-0.0068822666,-0.012495649,-0.0061923126,-0.02127073,-0.012868744,PREPARE_LOCK
-0.04560908,-0.0068120887,-0.018448452,-0.006670231,-0.017684234,0.020101786,PREPARE_LOCK
-0.0044535263,-0.0034906336,0.023925865,-0.020835545,0.002521791,-0.026950432,PREPARE_LOCK
-0.01725199,-0.015683202,0.034853913,-0.0143105965,0.014542225,0.010763195,PREPARE_LOCK
0.028565403,-0.004278719,-0.025645116,-0.02279736,0.02955012,0.013337491,PREPARE_LOCK
0.030480538,0.032313343,0.007857936,0.0005808211,0.012647393,-0.02461497,PREPARE_LOCK
-0.005468434,0.0004670694,0.016123528,-0.033288438,-0.03537753,0.024126753,PREPARE_LOCK
0.012171112,-0.007961519,-0.009851674,8.635737e-05,-0.031519026,-0.016130274,PREPARE_LOCK
0.020024769,0.020237863,0.03275773,0.009759041,0.024445303,-0.02835832,PREPARE_LOCK
-0.027695384,-0.058370188,-0.02880482,-0.03743674,0.012634417,0.014241123,PREPARE_LOCK
-0.0282776,-0.0331776,0.019064503,0.025785225,-0.024757916,0.004856404,PREPARE_LOCK
0.028510904,0.005731598,0.031250607,0.0017092458,0.0046199737,-0.00753109,PREPARE_LOCK
-0.043025997,-0.010829448,-0.02026233,0.020999527,-0.02849122,-0.0028425546,PREPARE_LOCK
0.0008456792,0.011611073,0.0014005139,0.04170462,0.010358254,0.0047677625,PREPARE_LOCK
0.00426062,0.019852778,-0.030856026,-0.015087333,0.00080233876,-0.015422402,PREPARE_LOCK
0.0026396217,-0.03682453,0.038363732,0.0061710444,0.0020379927,-0.02025202,PREPARE_LOCK
0.016341517,0.018825516,-0.009819862,-0.0011725734,-0.028562369,0.0048648803,PREPARE_LOCK
0.0015255787,0.02129195,0.010260726,0.024499858,-0.0026307725,0.0043937555,PREPARE_LOCK
-0.0032228283,0.00051473425,-0.012687973,-0.001891964,-0.011427466,0.022039292,PREPARE_LOCK
0.008125089,0.0036190483,-0.0077638817,0.02105845,0.0025681127,0.010914373,PREPARE_LOCK
-0.009152756,0.0063564554,-0.01330189,-0.012663957,-0.01096761,0.033158414,PREPARE_LOCK
0.002624311,0.028913546,-0.018003143,0.0069268984,-0.010866854,0.006389576,PREPARE_LOCK
0.03204481,0.029644245,-0.0163342,0.014850464,0.016913597,-0.0031460652,PREPARE_LOCK
-0.008013917,-0.017429847,0.0032753062,-0.027206548,-0.005097324,0.0015864313,PREPARE_LOCK
-0.014693969,-0.023736272,0.01445604,-0.00416801,-0.031167502,-0.005216142,PREPARE_LOCK
0.0058729826,-0.012776083,0.007409201,0.0030620012,0.0063936366,-0.0077809775,PREPARE_LOCK
-0.010853722,0.019508645,0.0044746287,0.00785902,0.011647599,0.006690076,PREPARE_LOCK
0.0071886317,0.006060148,0.00079351146,-0.011755527,0.015207845,0.00531641,PREPARE_LOCK
-0.0061832606,0.016577125,0.03701771,-0.018158365,0.004362897,0.025724566,PREPARE_LOCK
-0.026723001,0.0007594928,-0.0008683876,-0.011010169,0.032176536,0.016656213,PREPARE_LOCK
-0.0009637878,-0.026319265,0.003334195,-0.016294664,0.010284901,-0.0056693438,PREPARE_LOCK
0.006328511,0.029162668,0.015719177,-0.004294304,-0.0014830105,-0.01585926,PREPARE_LOCK
0.015743313,-0.01661436,-0.010096871,-0.026914913,0.0023593504,0.038086154,PREPARE_LOCK
-0.00785115,-0.0076176357,-0.009356362,0.0030047013,0.008421531,0.048562717,PREPARE_LOCK
0.025016952,0.0054649366,-0.0187486,0.026954778,0.010533668,-0.012819834,PREPARE_LOCK
0.0072015002,0.0028340002,0.023914669,0.010282793,-0.01323331,0.008447365,PREPARE_LOCK
0.032685746,0.009368316,-0.0058251377,-0.009010937,0.04779534,0.026293103,PREPARE_LOCK
-0.015905892,0.0127850305,0.02673977,0.018090433,-0.0077978685,-0.00081493036,PREPARE_LOCK
-0.037057906,-0.0035418572,-0.0022703689,0.017278051,-0.0042746193,-0.010211703,PREPARE_LOCK
0.03183525,0.019739963,-0.011148242,-0.041802417,-0.034601346,-0.0030476707,PREPARE_LOCK
-0.00047595848,-0.0027055854,0.016846932,0.035481434,0.015362334,0.0055096615,PREPARE_LOCK
0.0049504167,-0.028554302,0.01904154,-0.0041090306,0.019302327,-0.023175668,PREPARE_LOCK
-0.005541241,-0.03259995,-0.0063162637,0.034495912,-0.014752257,-0.008987116,PREPARE_LOCK
-0.009902178,0.00625504,-0.020558914,-0.010528235,-0.027511355,0.054098345,PREPARE_LOCK
-0.013052994,-0.0047314893,-0.02499305,0.00028579406,-0.0066142776,-0.039841685,PREPARE_LOCK
0.05712851,-0.009212497,-0.008897087,0.014564346,-0.04239301,-0.0046682097,PREPARE_LOCK
-0.026701054,-0.015249083,-0.010549151,-0.050223563,-0.012088473,0.003987695,PREPARE_LOCK
-0.02089294,0.0023008804,-0.0065139337,0.026191795,-0.004020011,0.0053558326,PREPARE_LOCK
0.0008774365,-0.006062514,0.03227942,0.008147706,0.006470452,0.014610091,PREPARE_LOCK
0.04201905,-0.017033497,0.027756276,-0.020327665,-0.002313792,0.014682385,PREPARE_LOCK
0.024674395,-0.016322779,0.02423722,0.013632209,0.04690946,-0.02524749,PREPARE_LOCK
0.0111274775,-0.008594371,-0.0067521413,0.00045451787,-0.009985506,0.010061582,PREPARE_LOCK
0.0025584684,-0.019708268,0.046675973,0.0013727486,-0.035409026,-0.0047323075,PREPARE_LOCK
0.0013757106,-0.0054741628,-0.0052849976,0.025575988,-0.011045266,-0.008866909,PREPARE_LOCK
-0.010452434,-0.0075442013,-0.013296948,0.0026517576,0.02225905,0.0030169175,PREPARE_LOCK
0.0033735398,-0.00924306,-0.010053259,-0.029032065,0.037362166,-0.004891894,PREPARE_LOCK
-0.018882394,0.0011081591,-0.004085089,0.0232215,0.007916094,-0.021773554,PREPARE_LOCK
-0.010470254,-0.017798156,-0.003710496,-0.031155255,0.033801384,0.007526884,PREPARE_LOCK
0.0037278773,0.0055327117,0.012369351,-0.016610267,0.0026047605,0.03248232,PREPARE_LOCK
0.028868329,-0.021885782,-0.009379749,-0.0058737816,-0.03666676,-0.012225909,PREPARE_LOCK
-0.0004562579,0.010156907,-0.0032517565,-0.02859987,-0.004714748,-0.015566883,PREPARE_LOCK
0.019137975,0.017521527,-0.009600161,0.026178613,-0.006198256,0.0065152743,PREPARE_LOCK
0.029195493,0.01426589,-0.0036752105,0.0040997593,0.05431457,-0.0032898083,PREPARE_LOCK
0.0089137005,-0.01957314,0.0122790625,-0.0075429026,0.018415514,-0.0155077595,PREPARE_LOCK
0.014469534,0.002498302,0.008249078,0.011623617,0.017107708,-0.015735596,PREPARE_LOCK
-0.03578386,-0.0010165961,0.015591255,-0.020985417,0.022531658,-0.016458418,PREPARE_LOCK
0.0044087684,0.0020075105,0.0030213,0.028887875,-0.021727609,-0.017581398,PREPARE_LOCK
-0.008291145,0.005905403,-0.016085712,0.027317727,0.0016992481,-1.6246444e-05,PREPARE_LOCK
-0.00798286,0.019438365,0.02853497,-0.04802507,0.01123489,-0.020903617,PREPARE_LOCK
0.008759241,0.0043725204,0.0066482127,-0.0015287737,-0.008384983,0.016490381,PREPARE_LOCK
-0.018066328,0.029396404,0.015232803,-0.024906568,-0.03181999,0.032952048,PREPARE_LOCK
-0.0017243016,-0.020455608,0.01897543,0.0027427557,0.010189186,0.00085471437,PREPARE_LOCK
0.0025883445,0.012777674,0.017281422,-0.037685122,-0.0013874236,0.014466191,PREPARE_LOCK
0.021028146,-0.006480572,-0.0012816453,-0.015393782,-0.033958934,-0.010902083,PREPARE_LOCK
0.010577455,-0.0015536809,0.022560535,-0.011558181,0.00903232,-0.003806338,PREPARE_LOCK
0.007982656,-0.014996711,-0.0029525405,-0.0015303065,0.0043654554,0.037967764,PREPARE_LOCK
-0.024797352,0.016905852,-0.01357023,0.001955836,-0.005430136,-0.00032516377,PREPARE_LOCK
0.030114911,-0.0058001024,0.034757964,-0.021575626,0.001353177,-0.007803493,PREPARE_LOCK
-0.022702971,0.006971927,-0.012862842,0.015842246,-0.015682835,0.00472124,PREPARE_LOCK
0.0049401573,0.035502955,0.00863783,-0.01193402,-0.032458078,-0.0025438461,PREPARE_LOCK
